Area,MTU,Biomass  - Actual Aggregated [MW],Fossil Brown coal/Lignite  - Actual Aggregated [MW],Fossil Coal-derived gas  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Fossil Oil  - Actual Aggregated [MW],Fossil Oil shale  - Actual Aggregated [MW],Fossil Peat  - Actual Aggregated [MW],Geothermal  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Consumption [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Marine  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Other renewable  - Actual Aggregated [MW],Solar  - Actual Aggregated [MW],Waste  - Actual Aggregated [MW],Wind Offshore  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
Hungary (HU),02.01.2018 03:30 - 02.01.2018 03:45 (CET),78,266,0,650,0,0,0,0,0,0,0,5,0,0,1935,80,6,0,16,0,1
Hungary (HU),02.01.2018 03:45 - 02.01.2018 04:00 (CET),78,263,0,643,0,0,0,0,0,0,0,5,0,0,1933,80,6,0,16,0,0
Hungary (HU),02.01.2018 04:00 - 02.01.2018 04:15 (CET),78,262,0,543,0,0,0,0,0,0,0,5,0,0,1933,84,6,0,16,0,0
Hungary (HU),02.01.2018 04:15 - 02.01.2018 04:30 (CET),78,265,0,558,0,0,0,0,0,0,0,5,0,0,1933,84,6,0,15,0,3
Hungary (HU),02.01.2018 04:30 - 02.01.2018 04:45 (CET),81,268,0,595,0,0,0,0,0,0,0,5,0,0,1935,84,6,0,16,0,6
Hungary (HU),02.01.2018 04:45 - 02.01.2018 05:00 (CET),87,271,0,661,0,0,0,0,0,0,0,5,0,0,1935,84,6,0,17,0,5
Hungary (HU),02.01.2018 05:00 - 02.01.2018 05:15 (CET),91,282,0,631,0,0,0,0,0,0,0,5,0,0,1933,96,7,0,16,0,1
Hungary (HU),02.01.2018 05:15 - 02.01.2018 05:30 (CET),97,306,0,655,0,0,0,0,0,0,0,5,0,0,1933,96,7,0,17,0,0
Hungary (HU),02.01.2018 05:30 - 02.01.2018 05:45 (CET),107,341,0,720,0,0,0,0,0,0,0,5,0,0,1932,96,8,0,16,0,0
Hungary (HU),02.01.2018 05:45 - 02.01.2018 06:00 (CET),110,388,0,829,0,0,0,0,0,0,0,5,0,0,1932,96,9,0,16,0,0
Hungary (HU),02.01.2018 06:00 - 02.01.2018 06:15 (CET),113,431,0,585,0,0,0,0,0,0,0,5,0,0,1933,100,11,0,16,0,0
Hungary (HU),02.01.2018 06:15 - 02.01.2018 06:30 (CET),114,471,0,648,0,0,0,0,0,0,0,5,0,0,1934,100,10,0,15,0,1
Hungary (HU),02.01.2018 06:30 - 02.01.2018 06:45 (CET),115,487,0,743,0,0,0,0,0,0,0,5,0,0,1935,100,11,0,16,0,0
Hungary (HU),02.01.2018 06:45 - 02.01.2018 07:00 (CET),116,495,0,826,0,0,0,0,0,0,0,5,0,0,1935,100,11,0,16,0,0
Hungary (HU),02.01.2018 07:00 - 02.01.2018 07:15 (CET),116,492,0,791,0,0,0,0,0,0,0,5,0,0,1933,99,12,0,16,0,0
Hungary (HU),02.01.2018 07:15 - 02.01.2018 07:30 (CET),116,503,0,818,0,0,0,0,0,0,0,5,0,0,1935,99,12,0,17,0,1
Hungary (HU),02.01.2018 07:30 - 02.01.2018 07:45 (CET),116,518,0,837,0,0,0,0,0,0,0,5,0,0,1935,99,12,0,16,0,1
Hungary (HU),02.01.2018 07:45 - 02.01.2018 08:00 (CET),116,523,0,887,0,0,0,0,0,0,0,5,0,0,1933,99,12,0,17,0,1
Hungary (HU),02.01.2018 08:00 - 02.01.2018 08:15 (CET),115,516,0,868,0,0,0,0,0,0,0,5,0,0,1931,97,12,0,17,0,0
Hungary (HU),02.01.2018 08:15 - 02.01.2018 08:30 (CET),110,522,0,896,0,0,0,0,0,0,0,5,0,0,1932,97,12,0,17,0,0
Hungary (HU),02.01.2018 08:30 - 02.01.2018 08:45 (CET),111,521,0,963,0,0,0,0,0,0,0,5,0,0,1930,97,13,0,17,0,0
Hungary (HU),02.01.2018 08:45 - 02.01.2018 09:00 (CET),113,524,0,1001,0,0,0,0,0,0,0,5,0,0,1929,97,13,0,16,0,2
Hungary (HU),02.01.2018 09:00 - 02.01.2018 09:15 (CET),113,524,0,932,0,0,0,0,0,0,0,5,0,0,1932,97,13,0,16,0,4
Hungary (HU),02.01.2018 09:15 - 02.01.2018 09:30 (CET),114,528,0,931,0,0,0,0,0,0,0,5,0,0,1934,97,12,0,16,0,12
Hungary (HU),02.01.2018 09:30 - 02.01.2018 09:45 (CET),114,518,0,980,0,0,0,0,0,0,0,5,0,0,1934,97,13,0,16,0,26
Hungary (HU),02.01.2018 09:45 - 02.01.2018 10:00 (CET),114,515,0,1032,0,0,0,0,0,0,0,5,0,0,1933,97,13,0,15,0,36
Hungary (HU),02.01.2018 10:00 - 02.01.2018 10:15 (CET),115,511,0,992,0,0,0,0,0,0,0,5,0,0,1933,94,13,0,16,0,47
Hungary (HU),02.01.2018 10:15 - 02.01.2018 10:30 (CET),116,512,0,985,0,0,0,0,0,0,0,5,0,0,1932,94,13,0,15,0,62
Hungary (HU),02.01.2018 10:30 - 02.01.2018 10:45 (CET),116,528,0,982,0,0,0,0,0,0,0,5,0,0,1935,94,12,0,15,0,74
Hungary (HU),02.01.2018 10:45 - 02.01.2018 11:00 (CET),115,541,0,993,0,0,0,0,0,0,0,5,0,0,1935,94,13,0,16,0,80
Hungary (HU),02.01.2018 11:00 - 02.01.2018 11:15 (CET),113,537,0,982,0,0,0,0,0,0,0,5,0,0,1935,94,13,0,15,0,77
Hungary (HU),02.01.2018 11:15 - 02.01.2018 11:30 (CET),114,533,0,1019,0,0,0,0,0,0,0,5,0,0,1935,94,13,0,15,0,82
Hungary (HU),02.01.2018 11:30 - 02.01.2018 11:45 (CET),114,529,0,1005,0,0,0,0,0,0,0,5,0,0,1934,94,12,0,15,0,90
Hungary (HU),02.01.2018 11:45 - 02.01.2018 12:00 (CET),114,533,0,981,0,0,0,0,0,0,0,5,0,0,1933,94,13,0,16,0,97
